scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,2807,Successful,3,Marielas Este,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09036355|-0.594654923,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,3119,Successful (Reinvaded),3,Marielas Este,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09036355|-0.594654923,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,3120,Successful,3,Marielas Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09092703|-0.595941497,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,2418,Successful (Reinvaded),3,Marielas Norte,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09092703|-0.595941497,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,3121,Successful,3,Marielas Sur,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09055959|-0.599271767,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,12,Successful (Reinvaded),3,Marielas Sur,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09055959|-0.599271767,Rattus rattus
Spheniscus mendiculus,No studies found,Endangered,Not a Migrant,no,2417,Successful (Reinvaded),3,Marielas Sur,Galapagos Islands,Pacific Ocean - North East,Ecuador,-91.09055959|-0.599271767,Rattus rattus
Pterodroma brevipes,All studies are not in support,Vulnerable,Not a Migrant,no,1119,Successful,1,Mato,New Caledonia Islands,Pacific Ocean - South West,New Caledonia,166.7921364|-22.55015074,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1043,Successful,2,Mokopuna (Leper),Wellington Harbour,Pacific Ocean - South West,New Zealand,174.8649452|-41.25140147,Rattus rattus
Hemignathus lucidus,Population study without data in support,Extinct,Not a Migrant,yes,2806,Successful,1,Moku'auia (Goat Island),Hawaiian Islands,Pacific Ocean - North East,United States,-157.9227435|21.66281095,Rattus rattus
Hemignathus lucidus,Population study without data in support,Extinct,Not a Migrant,yes,2478,Successful (Reinvaded),1,Moku'auia (Goat Island),Hawaiian Islands,Pacific Ocean - North East,United States,-157.9227435|21.66281095,Rattus rattus
Hemignathus lucidus,Population study without data in support,Extinct,Not a Migrant,yes,2834,Successful (Reinvaded),1,Moku'auia (Goat Island),Hawaiian Islands,Pacific Ocean - North East,United States,-157.9227435|21.66281095,Rattus rattus
Puffinus yelkouan,Population study with data in support,Vulnerable,Full migrant,no,388,Successful (Reinvaded),2,Molara,Sardinian Islands,Mediterranean,Italy,9.72760314|40.86870561,Rattus rattus
Agelaius xanthomus,No studies found,Endangered,Not a Migrant,no,425,Successful,1,Monito,Greater Antilles (Puerto Rican Islands),Caribbean,Puerto Rico,-67.94899162|18.1596361,Rattus rattus
Agelaius xanthomus,No studies found,Endangered,Not a Migrant,no,869,Incomplete,1,Monito,Greater Antilles (Puerto Rican Islands),Caribbean,Puerto Rico,-67.94899162|18.1596361,Rattus rattus
Puffinus yelkouan,Population study with data in support,Vulnerable,Full migrant,no,2124,Successful,2,Montecristo,Tuscan Islands,Mediterranean,Italy,10.30908051|42.33229226,Rattus rattus
Certhidea olivacea,No studies found,Vulnerable,Not a Migrant,no,1254,Successful,1,Mosquera,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.27772006|-0.404960503,Rattus rattus
Certhidea olivacea,No studies found,Vulnerable,Not a Migrant,no,2419,Failed,1,Mosquera,Galapagos Islands,Pacific Ocean - North East,Ecuador,-90.27772006|-0.404960503,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,2416,Successful,2,Motukaha,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9857277|-36.79511101,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,2416,Successful,1,Motukaha,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9857277|-36.79511101,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2416,Successful,1,Motukaha,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9857277|-36.79511101,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2416,Successful,1,Motukaha,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9857277|-36.79511101,Rattus rattus
Apteryx mantelli,All studies are not in support,Vulnerable,Not a Migrant,no,1815,Successful,1,Motukaraka,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.4828504|-35.39046811,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1815,Successful,2,Motukaraka,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.4828504|-35.39046811,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1815,Successful,1,Motukaraka,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.4828504|-35.39046811,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1815,Successful,1,Motukaraka,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.4828504|-35.39046811,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1815,Successful,1,Motukaraka,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.4828504|-35.39046811,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1816,Successful,2,Motuoi,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.1819477|-35.21909192,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,332,Successful (Reinvaded),2,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,332,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,332,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,332,Successful (Reinvaded),1,Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421|-35.20988997,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1693,Successful,2,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1693,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1693,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1693,Successful,1,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514|-35.2236004,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1229,Successful,2,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1229,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1229,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1229,Successful,1,Motutapu,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.915858|-36.76471453,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1795,Successful (Reinvaded),2,Mouse,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1032424|-35.20337348,Rattus rattus
Apalopteron familiare,Only predation in support,Near Threatened,Not a Migrant,no,1685,Successful,1,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Puffinus bryani,Only predation in support,Critically Endangered,Full migrant,no,1685,Successful,2,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Apalopteron familiare,Only predation in support,Near Threatened,Not a Migrant,no,1686,Failed,1,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Puffinus bryani,Only predation in support,Critically Endangered,Full migrant,no,1686,Failed,2,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Columba versicolor,No studies found,Extinct,Not a Migrant,no,1685,Successful,1,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Puffinus bannermani,No studies found,Endangered,Full migrant,no,1685,Successful,2,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Columba versicolor,No studies found,Extinct,Not a Migrant,no,1686,Failed,1,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Puffinus bannermani,No studies found,Endangered,Full migrant,no,1686,Failed,2,Mukojima,Ogasawara Islands (Mukojima Group),Pacific Ocean - North West,Japan,142.1389193|27.68095793,Rattus rattus
Ptychoramphus aleuticus,Population study with data in support,Near Threatened,Not a Migrant,no,2391,Successful,1,Murchison,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.4590144|52.59349111,Rattus rattus
Ptychoramphus aleuticus,Population study with data in support,Near Threatened,Not a Migrant,no,2392,Successful,1,Murchison Passage,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.4672777|52.59691859,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,2275,Successful (Reinvaded),2,NE Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1127129|-35.20350583,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,2273,Successful (Reinvaded),2,NW Crater Rim,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1108509|-35.2029227,Rattus rattus
Mohoua ochrocephala,Population study with data in support,Near Threatened,Not a Migrant,no,2910,Successful (Reinvaded),1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Mohoua ochrocephala,Population study with data in support,Near Threatened,Not a Migrant,no,2912,In Progress,1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Coenocorypha iredalei,Population study without data in support,Extinct,Not a Migrant,no,2910,Successful (Reinvaded),1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Coenocorypha iredalei,Population study without data in support,Extinct,Not a Migrant,no,2912,In Progress,1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2910,Successful (Reinvaded),1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,2912,In Progress,1,Native,Stewart Islands (Paterson Inlet),Pacific Ocean - South West,New Zealand,168.1538712|-46.91541411,Rattus rattus
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,2684,Successful,1,Ngeriungs,Kayangel Atoll,Pacific Ocean - North West,Palau,134.7111281|8.058650668,Rattus rattus
Puffinus bryani,Only predation in support,Critically Endangered,Full migrant,no,405,Successful (Reinvaded),2,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Puffinus bryani,Only predation in support,Critically Endangered,Full migrant,no,2096,Failed,2,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Columba versicolor,No studies found,Extinct,Not a Migrant,no,405,Successful (Reinvaded),1,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Puffinus bannermani,No studies found,Endangered,Full migrant,no,405,Successful (Reinvaded),2,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Columba versicolor,No studies found,Extinct,Not a Migrant,no,2096,Failed,1,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Puffinus bannermani,No studies found,Endangered,Full migrant,no,2096,Failed,2,Nishijima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1668615|27.11713842,Rattus rattus
Zosterops modestus,Population study with data in support,Vulnerable,Not a Migrant,no,1690,Successful,1,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282|-4.39222232,Rattus rattus
Zosterops modestus,Population study with data in support,Vulnerable,Not a Migrant,no,447,Successful (Reinvaded),1,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282|-4.39222232,Rattus rattus
Falco araeus,No studies found,Vulnerable,Not a Migrant,no,1690,Successful,1,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282|-4.39222232,Rattus rattus
Falco araeus,No studies found,Vulnerable,Not a Migrant,no,447,Successful (Reinvaded),1,North,Seychelles,Indian Ocean - West,Seychelles,55.24490282|-4.39222232,Rattus rattus
Hymenolaimus malacorhynchos,All studies are not in support,Endangered,Not a Migrant,no,1153,Unknown,1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1153,Unknown,2,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,1153,Unknown,1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,1153,Unknown,1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus rattus
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1153,Unknown,1,Ohakana (Ohana),Ohiwa Harbour,Pacific Ocean - South West,New Zealand,177.0763858|-37.98803493,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,1712,Successful,2,Okahu,Bay of Islands,Pacific Ocean - South West,New Zealand,174.2091029|-35.19850051,Rattus rattus
Pterodroma brevipes,All studies are not in support,Vulnerable,Not a Migrant,no,1722,Failed,1,Onetahi,Society Islands,Pacific Ocean - South East,French Polynesia,-149.5912563|-17.0186367,Rattus rattus
Megapodius laperouse,All studies are not in support,Near Threatened,Not a Migrant,no,2691,Successful,1,Orak,Kayangel Atoll,Pacific Ocean - North West,Palau,134.6939706|8.03991554,Rattus rattus
Puffinus bryani,Only predation in support,Critically Endangered,Full migrant,no,1679,Failed,2,Otoutojima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1908281|27.16628846,Rattus rattus
Columba versicolor,No studies found,Extinct,Not a Migrant,no,1679,Failed,1,Otoutojima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1908281|27.16628846,Rattus rattus
Puffinus bannermani,No studies found,Endangered,Full migrant,no,1679,Failed,2,Otoutojima,Ogasawara Islands (Chichijima Group),Pacific Ocean - North West,Japan,142.1908281|27.16628846,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,2265,Successful (Reinvaded),2,Outer Little Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0957646|-35.20011152,Rattus rattus
Ardenna grisea,No studies found,Near Threatened,Full migrant,no,2281,Successful (Reinvaded),2,Outer Stuck Anchor Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1130798|-35.21171792,Rattus rattus
Coturnix novaezelandiae,No studies found,Extinct,Not a Migrant,no,20,Failed,1,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154|-36.14208,Rattus rattus
Mergus australis,No studies found,Extinct,Not a Migrant,no,20,Failed,1,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154|-36.14208,Rattus rattus
Notiomystis cincta,No studies found,Vulnerable,Not a Migrant,no,20,Failed,1,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154|-36.14208,Rattus rattus
Pterodroma cookii,No studies found,Vulnerable,Full migrant,no,20,Failed,2,Oyster Island,Great Barrier Islands,Pacific Ocean - South West,New Zealand,175.3252154|-36.14208,Rattus rattus
