scientificName,Article,Article_secondary_same_data,Evidence_category,Evidence_effect,Evidence_method,Study_rodent_final,Exclude_row,Sample_size_greater_than_1,Predation_type,Sample_size_nests_monitored,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Study_notes,Study_ID,Reported_study_rodent,Study_rodent_notes,key
Mohoua ochrocephala,"O'Donnell, C.F. and Phillipson, S.M., 1996. Predicting the incidence of mohua predation from the seedfall, mouse, and predator fluctuations in beech forests. New Zealand Journal of Zoology, 23(3), pp.287-293.","",Population,Reproductive success,Temporal,Rattus rattus,,1,"","",1,,1,0,2 sites,1,0,Arthur's Pass National Park,-42.9363,171.7251,See Table 2,238,Rattus rattus,,Mohoua ochrocephala_Rattus rattus
Mohoua ochrocephala,"O'Donnell, C.F. and Hoare, J.M., 2012. Quantifying the benefits of long-term integrated pest control for forest bird populations in a New Zealand temperate rainforest. New Zealand Journal of Ecology, pp.131-140.","",Population,Abundance,Temporal,Rattus rattus,,0,"","",0,,1,0,1,1,0,Landsborough Valley,-43.9711,169.4678,"Figure 3,4",239,Rattus rattus,,Mohoua ochrocephala_Rattus rattus
Mohoua ochrocephala,"Dilks, P., Willans, M., Pryde, M. and Fraser, I., 2003. Large scale stoat control to protect mohua (Mohoua ochrocephala) and kaka (Nestor meridionalis) in the Eglinton Valley, Fiordland, New Zealand. New Zealand Journal of Ecology, pp.1-9.","",Population,Abundance,Temporal,Rattus rattus,,0,"","",1,,1,0,1,1,0,Fiordland,-45.4085,167.3591,See Figure 2-4,240,Rattus rattus,,Mohoua ochrocephala_Rattus rattus
Mohoua ochrocephala,"Tilson, J. (2024) Breeding success and survival of mohua at Makarora during the 2023 rat plague, and implications for future management. Southern Lakes Sanctuary","Whitmore, N. (2021) An analysis of Makarora Mohua encounter rate 2011 -2020. Unpublished report for Central Otago Lakes Branch of Forest & Bird.; Whitmore, N. (2023a) An analysis of Mohua encounter rates at five South Island sites. Report for Department of Conservation.; Whitmore, N. (2023b) An analysis of Mohua encounter rates at Makarora 2011 – 2022. Southern Lakes Sanctuary unpublished report.",Population,Abundance,Temporal,Rattus rattus,,0,"","",1,,1,0,1,0,0,Makarora,-44.2319,169.2313,"Fig 4, Table 3",241,Rattus rattus,,Mohoua ochrocephala_Rattus rattus
Cyanoramphus auriceps,"O'Donnell, C.F. and Hoare, J.M., 2012. Quantifying the benefits of long-term integrated pest control for forest bird populations in a New Zealand temperate rainforest. New Zealand Journal of Ecology, pp.131-140.","",Population,Abundance,Temporal,Rattus rattus,,0,"","",0,,1,0,1,1,0,Landsborough Valley,-43.9711,169.4678,"Figure 3,4",244,Rattus rattus,,Cyanoramphus auriceps_Rattus rattus
Xenicus gilviventris,"Weston, K.A., O'Donnell, C.F., van dam‐Bates, P. and Monks, J.M., 2018. Control of invasive predators improves breeding success of an endangered alpine passerine. Ibis, 160(4), pp.892-899.","",Predation,Predation,Predation,Mus musculus,,,"Eggs, chicks",140,1,2.86,0,,"",,,"Mount Aspiring National Park, Fiordland National Park",-45.4085,167.3591,"""""Of the 146 nests monitored, the outcome (success or fail) was confirmed for 140 nests....House Mice (4 of 36 nests, 11% [of predations])...Mice gnawed and cracked open eggs in the nest, leaving behind broken eggshell, and preyed upon nestlings, leaving gnaw marks and fatal wounds.""""",245,Mus musculus,,Xenicus gilviventris_Mus musculus
Nesospiza acunhae,"Bond, A.L., Carlson, C.J. and Burgio, K.R., 2019. Local extinctions of insular avifauna on the most remote inhabited island in the world. Journal of Ornithology, 160(1), pp.49-60.","",Population,Abundance,Timing,Rattus rattus,,0,"","",0,,1,0,1 island,1,,Tristan da Cunha,-37.1052,-12.2777,"""""We estimate that all three species were likely extirpated from Tristan between 1869 and 1880 following a period of significant habitat alteration and human overexploitation, and only the albatross had a high probability of persistence when Black Rats (Rattus rattus) arrived in 1882, the previously assumed cause of extinction for all three species."""" """"The Inaccessible Finch likely went extinct in 1869.""""",250,Rattus rattus,,Nesospiza acunhae_Rattus rattus
Aerodramus bartschi,"Johnson, N.C., Haig, S.M., Mosher, S.M. and Hollenbeck, J.P., 2017. Reproductive success of Mariana Swiftlets (Aerodramus bartschi) on the Hawaiian island of O'ahu. Journal of Field Ornithology, 88(4), pp.362-373.","",Predation,Predation,Predation,Rattus rattus,,,Adults,478,1,3.56,0,,"",,,O’ahu,21.4389,-158.0001,"Population introduced to O’ahu """"Predation by rats may have delayed the beginning of the 2006 breeding season (Fig. 1). Eighteen piles of swiftlet feathers were discovered in the tunnel on 6 March 2006. Chewed common guava (Psidium guajava) exocarps and rat scat near and in the feather piles confirmed that rats were the predators.""""",27,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Aerodramus bartschi,"Johnson, N.C., Haig, S.M., Mosher, S.M. and Hollenbeck, J.P., 2017. Reproductive success of Mariana Swiftlets (Aerodramus bartschi) on the Hawaiian island of O'ahu. Journal of Field Ornithology, 88(4), pp.362-373.","",Population,Reproductive success,Spatiotemporal,Rattus rattus,,1,"","",0,,1,1,478,1,0,O’ahu,21.4389,-158.0001,"Population introduced to O’ahu """"Our top model suggested daily nest survival varied as a quadratic function of nest age (Table 3, Fig. 2)."""" Rats were not included in top models (sample size = 478 nests so each nest is a """"site"""")",28,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Aerodramus bartschi,BirdLife International. 2016. Aerodramus bartschi. The IUCN Red List of Threatened Species 2016: e.T22728583A94990600. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22728583A94990600.en. Accessed on 15 November 2023.,"",Lethal program,Reproductive success,Temporal,Rattus rattus,,,"","",1,,0,,"",,,O’ahu,21.4389,-158.0001,"Population introduced to O’ahu """"The number of nesting pairs and fledglings on Oahu was lower in 2011 because rats invaded the nesting tunnel after rat control was interrupted (E. Vanderwerf in litt. 2012).""""",29,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus rattus,,,"","",0,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"""". Second REF: """"Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""""",64,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus rattus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus norvegicus,,,"","",0,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"""". Second REF: """"Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""""",64,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus norvegicus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus exulans,,,"","",0,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"""". Second REF: """"Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""""",64,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus exulans
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf","",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks","",1,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""""",42,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus rattus
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf","",Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks","",1,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""""",42,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus norvegicus
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf","",Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks","",1,,0,,"",,,Hawaii,19.8987,-155.6659,"""""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""""",42,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus exulans
Apteryx mantelli,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.","",Population,Reproductive success,Temporal,Rattus rattus,,0,"","",0,,1,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Figure 3 vs Table 4,48,Rattus,Rodent species determined from literature review (Table SX),Apteryx mantelli_Rattus rattus
Apteryx mantelli,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.","",Population,Reproductive success,Temporal,Rattus norvegicus,,0,"","",0,,1,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Figure 3 vs Table 4,48,Rattus,Rodent species determined from literature review (Table SX),Apteryx mantelli_Rattus norvegicus
Apteryx mantelli,"Gillies, C.A., Leach, M.R., Coad, N.B., Theobald, S.W., Campbell, J., Herbert, T., Graham, P.J. and Pierce, R.J., 2003. Six years of intensive pest mammal control at Trounson Kauri Park, a Department of Conservation “mainland island”, June 1996—July 2002. New Zealand Journal of Zoology, 30(4), pp.399-420.","",Population,Reproductive success,Temporal,Rattus exulans,,0,"","",0,,1,0,"2 for rats, 1 for the bird",1,0,Trounson Kauri Park,-35.7199752,173.6493761,Figure 3 vs Table 4,48,Rattus,Rodent species determined from literature review (Table SX),Apteryx mantelli_Rattus exulans
Ardenna creatopus,BirdLife International. 2018. Ardenna creatopus. The IUCN Red List of Threatened Species 2018: e.T22698195A132633266. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698195A132633266.en. Accessed on 31 December 2023.,"",Predation,Predation,Predation,Rattus rattus,,,"","",0,,0,,"",,,Isla Mocha or Robinson Crusoe,-33.6414,-78.8461,"""""Stable isotope analyses of rat tissue suggest they are feeding at lower, terrestrial trophic levels, and no evidence has been found of eggs or chicks consumed by rats in burrows (P. Hodum in litt. 2017).""""",123,Rattus,Rodent species assigned according to IUCN attribution,Ardenna creatopus_Rattus rattus
Ardenna creatopus,BirdLife International. 2018. Ardenna creatopus. The IUCN Red List of Threatened Species 2018: e.T22698195A132633266. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22698195A132633266.en. Accessed on 31 December 2023.,"",Predation,Predation,Predation,Rattus norvegicus,,,"","",0,,0,,"",,,Isla Mocha or Robinson Crusoe,-33.6414,-78.8461,"""""Stable isotope analyses of rat tissue suggest they are feeding at lower, terrestrial trophic levels, and no evidence has been found of eggs or chicks consumed by rats in burrows (P. Hodum in litt. 2017).""""",123,Rattus,Rodent species assigned according to IUCN attribution,Ardenna creatopus_Rattus norvegicus
Ardeola idae,BirdLife International. 2021. Ardeola idae. The IUCN Red List of Threatened Species 2021: e.T22697143A189949320. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22697143A189949320.en. Accessed on 10 February 2024.,"",Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks","",1,,0,,"",,,Unknown,,,"""""Predation of eggs and young chicks by invasive rats may also be a problem (G. Rocamora in litt. 2020).""""",229,Rattus,Rodent species determined from literature review (Table SX),Ardeola idae_Rattus rattus
Ardeola idae,BirdLife International. 2021. Ardeola idae. The IUCN Red List of Threatened Species 2021: e.T22697143A189949320. https://dx.doi.org/10.2305/IUCN.UK.2021-3.RLTS.T22697143A189949320.en. Accessed on 10 February 2024.,"",Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks","",1,,0,,"",,,Unknown,,,"""""Predation of eggs and young chicks by invasive rats may also be a problem (G. Rocamora in litt. 2020).""""",229,Rattus,Rodent species determined from literature review (Table SX),Ardeola idae_Rattus norvegicus
